19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
35, Local-gov, HS-grad, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
79, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,417,0,12, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,4973,0,40, United-States, <=50K
65, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, <=50K
23, State-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,8, United-States, <=50K
65, Private, Some-college, Separated, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
20, State-gov, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,1977,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, >50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,71, Dominican-Republic, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,4, United-States, <=50K
57, Federal-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
49, Local-gov, Some-college, Widowed, Machine-op-inspct, Husband, White, Female,0,0,36, United-States, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,41, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
47, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
61, Self-emp-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
18, Private, 12th, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,4067,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Male,0,0,35, United-States, >50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, 10th, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2026,20, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
56, Self-emp-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,8614,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,1902,54, United-States, <=50K
22, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,7687,0,60, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Female,15024,0,54, United-States, >50K
34, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, United-States, >50K
40, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, India, <=50K
33, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,84, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Ireland, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
57, Private, Some-college, Divorced, Transport-moving, Husband, White, Female,0,0,71, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Widowed, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
29, Local-gov, 11th, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 1st-4th, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
40, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
33, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Canada, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Widowed, Sales, Wife, White, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,35, Jamaica, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,70, United-States, >50K
26, Private, Doctorate, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2001,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, 12th, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,54, United-States, >50K
29, Private, 10th, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
29, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Male,0,0,24, United-States, >50K
75, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
33, Private, 11th, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
23, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
62, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,54, United-States, >50K
18, Private, 5th-6th, Never-married, Other-service, Other-relative, White, Female,0,0,8, United-States, <=50K
18, Local-gov, 12th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
