62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,15, Laos, <=50K
33, Local-gov, Assoc-acdm, Married-spouse-absent, Transport-moving, Own-child, Other, Male,0,0,40, England, <=50K
50, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Peru, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, Laos, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1897,65, South, >50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,14672,0,50, Yugoslavia, >50K
54, State-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Puerto-Rico, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, China, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Trinadad&Tobago, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cambodia, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,7298,0,50, Canada, >50K
35, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,1902,40, South, >50K
32, Private, Prof-school, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Philippines, <=50K
24, Local-gov, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
18, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,21, England, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, Scotland, <=50K
47, State-gov, Some-college, Never-married, Farming-fishing, Husband, Black, Male,0,0,60, France, >50K
51, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7298,0,45, Ireland, >50K
64, Private, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,0,20, India, <=50K
54, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male,7630,0,55, Vietnam, >50K
35, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,80, Nicaragua, >50K
20, Private, Bachelors, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
22, Private, Doctorate, Never-married, Other-service, Own-child, Other, Male,0,0,35, Italy, <=50K
51, Private, Bachelors, Married-spouse-absent, Adm-clerical, Husband, Asian-Pac-Islander, Male,8564,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
38, Private, Bachelors, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
62, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
27, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
31, State-gov, Assoc-voc, Widowed, Adm-clerical, Own-child, Black, Female,0,0,40, Poland, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,70, Cambodia, <=50K
20, Private, 12th, Divorced, Handlers-cleaners, Own-child, Black, Female,0,0,20, Italy, <=50K
27, Private, 10th, Never-married, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, >50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,60, Philippines, <=50K
42, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,45, Japan, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Taiwan, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,65, Columbia, >50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,40, Portugal, >50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,42, Portugal, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Haiti, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
62, Private, HS-grad, Widowed, Priv-house-serv, Husband, White, Female,0,0,16, Greece, <=50K
20, Self-emp-inc, Some-college, Married-spouse-absent, Sales, Husband, Other, Female,0,0,40, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, Dominican-Republic, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
28, Private, 12th, Never-married, Sales, Husband, White, Male,0,0,50, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
42, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Yugoslavia, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Haiti, >50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, England, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Thailand, <=50K
44, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,60, Thailand, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Greece, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, Germany, <=50K
32, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,35, Ecuador, <=50K
36, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1959,40, Honduras, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Honduras, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,36, Hong, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, Black, Male,0,1977,60, Haiti, >50K
36, Private, 7th-8th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
36, Private, Masters, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Italy, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,13457,0,40, Nicaragua, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
67, Self-emp-not-inc, HS-grad, Widowed, Other-service, Wife, Black, Female,0,0,10, England, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,30, Ecuador, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,15, Iran, <=50K
73, Federal-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,15549,0,35, Italy, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Peru, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
38, Local-gov, HS-grad, Never-married, Other-service, Husband, Other, Female,0,0,35, Poland, >50K
33, Private, 12th, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,30, Germany, <=50K
68, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Other, Male,0,0,20, United-States, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,0,0,40, India, >50K
28, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,46, Italy, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,99999,0,30, Jamaica, >50K
27, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Germany, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Ecuador, >50K
58, Private, 10th, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,60, France, <=50K
29, Private, Masters, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, >50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Greece, <=50K
43, Private, Some-college, Divorced, Sales, Other-relative, Black, Male,0,0,40, Ireland, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,7298,0,40, United-States, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,5178,0,45, South, >50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Portugal, >50K
48, State-gov, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
39, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, India, <=50K
58, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
27, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Iran, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,30, Italy, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Greece, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
25, State-gov, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,45, Thailand, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,35, Nicaragua, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, England, >50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,47, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Other, Female,0,0,40, Taiwan, <=50K
38, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Ireland, <=50K
22, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Iran, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Yugoslavia, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, Hungary, <=50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,7687,0,40, Italy, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,36, Thailand, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,10, Dominican-Republic, <=50K
36, Self-emp-not-inc, 9th, Widowed, Prof-specialty, Husband, Other, Female,0,0,60, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,54, Canada, <=50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,1887,35, Poland, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,8192,0,45, England, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,20, Japan, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,50, Portugal, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,68, Laos, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,25, Iran, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,14390,0,40, Portugal, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,45, China, >50K
37, Private, 11th, Never-married, Craft-repair, Wife, White, Female,0,0,15, Honduras, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Greece, >50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Japan, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Ireland, <=50K
37, Private, Masters, Never-married, Craft-repair, Unmarried, Other, Male,0,0,40, Peru, >50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
65, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, France, <=50K
32, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Other, Male,7755,0,50, Thailand, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,45, Taiwan, <=50K
31, Private, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,3103,0,40, Poland, >50K
65, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Cuba, <=50K
32, Private, Prof-school, Widowed, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
23, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, Yugoslavia, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
36, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,1964,40, Thailand, >50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,78, Ecuador, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, >50K
46, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Male,0,1902,40, Honduras, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Greece, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Canada, <=50K
59, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Mexico, <=50K
53, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Philippines, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
48, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Ireland, >50K
