21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, India, >50K
31, Private, Bachelors, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,2152,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,14173,0,50, Trinadad&Tobago, <=50K
66, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,19, Portugal, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Dominican-Republic, >50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Germany, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, United-States, >50K
20, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, South, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Female,0,0,50, Italy, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Mexico, >50K
44, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Trinadad&Tobago, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Ireland, <=50K
37, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,20095,0,10, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
50, Federal-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,3979,0,48, France, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1485,50, United-States, >50K
24, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
52, Self-emp-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,54, Hungary, <=50K
30, Private, Doctorate, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
66, Self-emp-not-inc, Bachelors, Widowed, Other-service, Unmarried, Other, Female,0,0,35, Yugoslavia, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,16, Scotland, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Nicaragua, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
23, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Honduras, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
56, Private, 9th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, England, >50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,54, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Portugal, <=50K
44, State-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,3122,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,16, United-States, <=50K
52, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Portugal, <=50K
34, Private, 1st-4th, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
19, Private, Prof-school, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,35, Trinadad&Tobago, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, Scotland, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, Puerto-Rico, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
52, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Portugal, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Jamaica, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Masters, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Holand-Netherlands, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,20, Italy, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,1876,40, United-States, >50K
30, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,43, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
46, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,60, United-States, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, China, <=50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,27, China, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,38, United-States, <=50K
31, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
23, Self-emp-inc, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Italy, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,52, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1896,40, Haiti, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, >50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, >50K
27, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Guatemala, >50K
45, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,50, United-States, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Yugoslavia, <=50K
52, Self-emp-not-inc, Doctorate, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
39, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Holand-Netherlands, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,38, United-States, <=50K
39, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,2847,0,27, United-States, <=50K
48, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Canada, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, South, <=50K
26, Without-pay, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1887,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
24, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
44, State-gov, Doctorate, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, China, <=50K
28, Private, Prof-school, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,80, United-States, <=50K
45, Private, Doctorate, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
46, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
53, Local-gov, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,54, England, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
64, Private, 9th, Widowed, Tech-support, Not-in-family, White, Male,0,0,45, Italy, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, Canada, >50K
39, Private, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,55, Hong, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, >50K
40, Federal-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, Scotland, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Italy, <=50K
56, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1891,40, United-States, >50K
60, Private, 9th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, State-gov, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1000,37, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,8, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, India, >50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,66, Puerto-Rico, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,44, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,16, Germany, >50K
45, Local-gov, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,25, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, Thailand, <=50K
21, Private, 9th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
