47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,50, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Puerto-Rico, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Tech-support, Husband, Black, Male,0,0,45, United-States, >50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1796,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, 9th, Never-married, Sales, Own-child, White, Female,0,0,40, Poland, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
23, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
39, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Preschool, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Federal-gov, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Canada, >50K
22, Federal-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7272,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Mexico, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,50, United-States, <=50K
24, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,4039,0,40, United-States, >50K
64, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,5178,0,40, United-States, <=50K
54, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,14, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Columbia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,52, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, United-States, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Mexico, <=50K
23, Private, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
32, State-gov, Masters, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,48, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Widowed, Farming-fishing, Own-child, White, Male,0,0,48, Peru, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,48, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, El-Salvador, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,99999,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1733,40, United-States, >50K
46, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Mexico, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
34, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,16, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7187,0,50, United-States, >50K
35, Private, Assoc-acdm, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,28, United-States, <=50K
41, Federal-gov, HS-grad, Separated, Protective-serv, Wife, White, Male,0,1902,40, United-States, >50K
39, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, State-gov, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,1848,20, United-States, <=50K
72, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
44, Private, 1st-4th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,5178,0,40, Japan, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,24, United-States, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,35, United-States, <=50K
70, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Philippines, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,35, South, <=50K
27, Federal-gov, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
48, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Protective-serv, Wife, Black, Male,0,0,43, United-States, <=50K
45, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,79, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,3935,0,40, United-States, <=50K
62, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
71, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
55, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,32, England, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,23, United-States, <=50K
