34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1975,54, Greece, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,54, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,30, United-States, <=50K
36, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Yugoslavia, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,16, Philippines, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Guatemala, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Male,0,0,35, Dominican-Republic, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Honduras, >50K
41, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,65, Columbia, >50K
46, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Japan, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, England, <=50K
30, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
55, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,1977,50, Dominican-Republic, >50K
19, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,15, Vietnam, <=50K
70, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,32, Poland, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,60, Laos, <=50K
21, Local-gov, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,20, Japan, <=50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, South, <=50K
53, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,2961,0,40, Laos, >50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,3993,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Poland, <=50K
52, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Columbia, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Greece, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hong, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, South, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
23, Private, 9th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, Hong, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Yugoslavia, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,3658,0,40, Poland, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,12, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,1902,40, Portugal, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,8973,0,45, Portugal, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Hong, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, India, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Japan, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,2178,0,40, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Honduras, >50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Japan, <=50K
68, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, South, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, <=50K
52, State-gov, 10th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, Poland, <=50K
63, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
30, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,1890,30, Poland, <=50K
33, Private, Assoc-voc, Never-married, Tech-support, Husband, Other, Male,0,0,60, Hong, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Peru, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2341,45, Mexico, >50K
54, Private, Some-college, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,8, Iran, >50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Ecuador, <=50K
47, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Male,0,0,35, Cambodia, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Vietnam, <=50K
31, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, Puerto-Rico, <=50K
29, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,70, England, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,15, El-Salvador, <=50K
59, Private, Bachelors, Separated, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,54, Cuba, >50K
45, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
37, Federal-gov, Some-college, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,1746,40, United-States, >50K
36, Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, Hungary, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,16, Haiti, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,16, Greece, <=50K
57, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, Black, Female,0,1887,2, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,70, United-States, <=50K
59, Local-gov, Assoc-voc, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, >50K
38, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Guatemala, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Ecuador, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Honduras, >50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Trinadad&Tobago, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,57, El-Salvador, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1902,50, Guatemala, >50K
33, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,99999,0,50, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Poland, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cuba, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Nicaragua, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Haiti, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Vietnam, <=50K
28, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, China, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,50, Laos, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Vietnam, >50K
67, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, El-Salvador, >50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, Thailand, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Laos, <=50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,1874,40, Haiti, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Guatemala, <=50K
26, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Cuba, <=50K
49, Private, Doctorate, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,48, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, India, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
46, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Ireland, >50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
52, Private, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,1740,40, Ecuador, <=50K
34, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,42, Poland, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,1902,40, Vietnam, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Haiti, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Portugal, <=50K
70, Private, Prof-school, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,3103,0,45, Columbia, >50K
23, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,30, Hungary, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1887,3, Cambodia, >50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Jamaica, <=50K
34, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, >50K
72, Local-gov, Some-college, Widowed, Other-service, Husband, White, Female,0,0,15, Peru, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Japan, >50K
43, Private, Masters, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
74, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,8, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, South, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,47, Jamaica, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,48, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Mexico, >50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,54, Taiwan, >50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,35, Japan, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Cuba, >50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Peru, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, Thailand, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Other, Female,14706,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,12, United-States, <=50K
38, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Scotland, >50K
31, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Scotland, >50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Italy, <=50K
26, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, England, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,15, France, <=50K
22, State-gov, 10th, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Germany, >50K
53, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,40, Poland, >50K
