34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,65, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Married-spouse-absent, Sales, Unmarried, White, Male,0,0,35, Ecuador, <=50K
69, Local-gov, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, <=50K
32, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,7298,0,45, United-States, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Husband, Black, Female,0,0,30, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
23, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3240,0,60, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,20, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, 11th, Divorced, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
58, Local-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
48, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,8, United-States, <=50K
19, Private, 10th, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, South, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,34, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,1397,16, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,42, United-States, <=50K
55, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,1976,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,32, United-States, <=50K
20, Self-emp-inc, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,36, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,45, United-States, >50K
34, Local-gov, 1st-4th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
62, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
46, Federal-gov, 1st-4th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, >50K
45, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,55, United-States, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Vietnam, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
50, Private, Masters, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1975,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Poland, <=50K
53, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
66, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,2640,0,30, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,2666,0,40, United-States, >50K
41, State-gov, Assoc-acdm, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4915,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,80, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,42, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, England, <=50K
51, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1925,38, United-States, <=50K
74, Federal-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Male,0,1868,35, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,36, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, <=50K
43, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,2174,0,20, United-States, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
35, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,1977,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,2779,0,35, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,37, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, >50K
38, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, 11th, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
69, Self-emp-inc, Masters, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,4527,0,45, United-States, >50K
31, Private, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1887,40, United-States, <=50K
51, Private, Assoc-voc, Widowed, Protective-serv, Wife, White, Female,3920,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,50, United-States, >50K
38, Federal-gov, Bachelors, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,88, United-States, <=50K
53, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
33, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
23, State-gov, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
21, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,3385,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,54, United-States, <=50K
53, Private, Masters, Widowed, Other-service, Husband, Black, Male,0,0,35, United-States, >50K
46, Private, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Male,0,1977,40, United-States, >50K
48, Private, Doctorate, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
53, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,35, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
59, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,60, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
34, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,13, United-States, <=50K
