50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, South, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,53, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, >50K
57, Private, 7th-8th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, Germany, <=50K
45, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,1740,35, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
39, State-gov, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,2143,36, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
37, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Germany, >50K
22, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
38, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,20, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7425,0,54, United-States, >50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,29, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Mexico, <=50K
41, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, England, <=50K
25, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Female,3325,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3447,0,48, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,1740,15, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Jamaica, <=50K
57, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, Mexico, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
71, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,10, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, Germany, >50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,2969,0,35, United-States, <=50K
23, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Female,0,0,34, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,2273,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2860,0,10, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,2179,0,35, Hong, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,20, Philippines, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,12, United-States, >50K
51, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,60, Honduras, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, 1st-4th, Divorced, Other-service, Wife, White, Female,0,0,15, Mexico, <=50K
49, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,38, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,54, United-States, >50K
65, State-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
40, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1887,40, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,92, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,51, United-States, >50K
41, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, <=50K
58, Self-emp-inc, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,56, United-States, <=50K
25, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
50, Private, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Other, Male,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
19, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,1796,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
59, Private, 7th-8th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Widowed, Priv-house-serv, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Italy, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,3904,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,2839,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,2525,0,40, United-States, <=50K
66, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
