46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Farming-fishing, Unmarried, Other, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
35, State-gov, Masters, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7104,0,54, United-States, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Prof-school, Divorced, Adm-clerical, Husband, White, Female,6745,0,60, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,65, United-States, <=50K
39, Private, Bachelors, Never-married, Farming-fishing, Husband, Black, Female,0,0,40, England, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,0,0,40, United-States, <=50K
29, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Separated, Machine-op-inspct, Husband, Black, Female,0,0,70, United-States, >50K
50, Federal-gov, HS-grad, Never-married, Protective-serv, Wife, White, Male,0,0,60, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5148,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
23, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Widowed, Machine-op-inspct, Husband, White, Female,0,0,55, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, Philippines, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,5013,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,6306,0,54, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,5124,0,40, United-States, >50K
37, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,5418,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,5325,0,40, Mexico, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,5938,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
39, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,5178,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5172,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States, >50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Yugoslavia, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,5217,0,40, United-States, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Jamaica, <=50K
40, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
37, Private, 9th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Without-pay, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
41, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, United-States, >50K
42, Self-emp-inc, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, 1st-4th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
43, Private, HS-grad, Separated, Farming-fishing, Own-child, White, Male,0,0,42, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Sales, Wife, Black, Female,0,0,54, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,5178,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, 1st-4th, Never-married, Prof-specialty, Husband, Black, Male,0,0,55, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
40, Local-gov, 9th, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,5178,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, White, Female,0,0,54, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,5178,0,40, United-States, >50K
