43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
26, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
45, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
38, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Separated, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
56, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, >50K
29, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,3, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 7th-8th, Widowed, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,25, Puerto-Rico, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5244,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Thailand, <=50K
28, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
66, Self-emp-not-inc, 7th-8th, Widowed, Transport-moving, Unmarried, White, Male,0,0,17, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Mexico, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Widowed, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,15024,0,60, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,38, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
32, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,36, United-States, >50K
44, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,44, United-States, <=50K
42, Federal-gov, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1902,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, <=50K
26, Local-gov, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico, <=50K
22, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
39, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
50, State-gov, 12th, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,15024,0,70, United-States, >50K
19, Self-emp-not-inc, 10th, Never-married, Sales, Unmarried, Other, Male,0,0,30, United-States, <=50K
23, Federal-gov, 10th, Never-married, Other-service, Unmarried, White, Female,0,0,10, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
48, Local-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, Poland, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Separated, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,2174,0,40, United-States, <=50K
19, Private, 10th, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,43, United-States, <=50K
47, State-gov, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
67, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private, 10th, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
18, Private, Masters, Separated, Protective-serv, Own-child, White, Male,246,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, >50K
25, Local-gov, 10th, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Prof-specialty, Own-child, White, Male,0,0,69, United-States, >50K
31, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,15, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,2274,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,45, United-States, >50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1976,35, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,70, Columbia, >50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,50, England, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
44, Private, HS-grad, Separated, Transport-moving, Husband, Other, Male,0,1977,50, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Private, 11th, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
58, State-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
46, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,65, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Male,0,0,40, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,16978,0,50, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Divorced, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,15024,0,40, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7843,0,40, United-States, <=50K
