43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
67, Private, HS-grad, Widowed, Protective-serv, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, France, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,4972,0,50, Italy, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
35, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
73, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, France, >50K
47, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
45, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Canada, >50K
51, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Other, Male,0,0,17, United-States, <=50K
35, State-gov, Masters, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,80, Philippines, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Peru, <=50K
33, Without-pay, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Japan, >50K
41, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Portugal, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, 1st-4th, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
67, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, Thailand, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,1887,45, United-States, >50K
42, State-gov, Masters, Separated, Farming-fishing, Husband, White, Male,0,0,65, Haiti, <=50K
44, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Thailand, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, >50K
21, Private, 10th, Never-married, Sales, Husband, White, Female,0,0,40, China, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Japan, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, Portugal, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Own-child, Other, Male,0,0,45, Scotland, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,7687,0,35, Germany, >50K
38, Private, 9th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,42, Mexico, <=50K
25, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, Cuba, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,35, Hungary, <=50K
36, Self-emp-not-inc, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
21, Private, 1st-4th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, South, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
28, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, France, >50K
36, Self-emp-inc, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,40, Jamaica, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, Trinadad&Tobago, <=50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,1902,40, Laos, >50K
24, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, England, <=50K
26, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Ireland, <=50K
59, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Sales, Own-child, White, Female,0,0,50, Taiwan, >50K
64, Federal-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1887,50, Canada, >50K
17, Without-pay, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Ecuador, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, China, <=50K
63, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1740,26, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Cambodia, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Puerto-Rico, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Dominican-Republic, >50K
55, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,50, India, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,50, Thailand, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1652,54, Poland, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Columbia, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,32, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Philippines, <=50K
31, Private, Bachelors, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Scotland, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Japan, >50K
38, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,99999,0,66, United-States, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,1603,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4947,0,72, China, <=50K
21, Private, HS-grad, Separated, Prof-specialty, Own-child, White, Male,0,0,30, Hong, <=50K
60, Federal-gov, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
49, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, Guatemala, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, Greece, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Thailand, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Vietnam, <=50K
67, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Female,0,0,15, Canada, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Yugoslavia, >50K
69, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Guatemala, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, Scotland, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, >50K
60, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,7068,0,40, United-States, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Portugal, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, >50K
32, State-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Mexico, <=50K
37, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,1669,40, Taiwan, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,50, Japan, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,25, Yugoslavia, <=50K
34, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
55, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, Greece, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
41, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,50, El-Salvador, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, State-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, India, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, England, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Thailand, <=50K
39, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Cambodia, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, South, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2226,40, Trinadad&Tobago, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, China, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, India, <=50K
38, Private, Some-college, Separated, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
30, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,2223,40, China, >50K
50, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,83, Greece, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,1871,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Priv-house-serv, Not-in-family, White, Male,0,0,30, France, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Husband, Other, Female,0,0,40, India, <=50K
66, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Laos, <=50K
28, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Greece, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,54, Cuba, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Philippines, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,2263,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Hong, >50K
69, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Poland, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,12, United-States, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, India, <=50K
68, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,24, Japan, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,50, Iran, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
40, Self-emp-not-inc, Some-college, Separated, Craft-repair, Unmarried, White, Male,0,0,36, Honduras, <=50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,5036,0,50, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, South, <=50K
44, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,54, Hong, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, England, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Female,0,0,72, Cambodia, <=50K
51, Private, Masters, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, Scotland, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,65, Hungary, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,45, Thailand, <=50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
70, State-gov, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,0,0,50, United-States, <=50K
64, Private, Doctorate, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
