44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1977,44, United-States, >50K
28, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
19, Private, 10th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Divorced, Craft-repair, Wife, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,65, United-States, <=50K
59, Private, Doctorate, Divorced, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
63, Private, HS-grad, Separated, Sales, Wife, White, Female,0,0,35, China, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3529,0,40, United-States, >50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Female,99999,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,50, Mexico, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,4846,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
35, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Masters, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Sales, Own-child, Black, Male,0,0,47, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,3103,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,47547,0,45, United-States, <=50K
45, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, <=50K
39, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2422,60, United-States, >50K
32, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,15, United-States, <=50K
55, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Italy, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, United-States, <=50K
34, Self-emp-inc, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
54, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,3971,0,35, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
62, Private, Prof-school, Separated, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,65, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico, >50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
44, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,41, Italy, <=50K
42, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
28, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,52, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
46, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Local-gov, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3088,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
57, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,44, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1977,80, United-States, >50K
26, Private, 12th, Never-married, Sales, Unmarried, Black, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,3658,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
66, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,83, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
69, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,1499,11, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,41, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Local-gov, 7th-8th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1977,60, United-States, >50K
