28, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
74, State-gov, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Jamaica, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, >50K
55, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,5013,0,45, United-States, >50K
39, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ecuador, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
43, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,50, Columbia, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
59, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
51, Federal-gov, 5th-6th, Divorced, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
62, Private, 7th-8th, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,0,1590,45, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Poland, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Haiti, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,1902,48, United-States, >50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Unmarried, Black, Female,0,1600,40, United-States, <=50K
43, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, India, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,1691,70, United-States, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
33, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7687,0,40, United-States, >50K
35, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,40, Mexico, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Italy, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,2874,40, Trinadad&Tobago, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Greece, >50K
18, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, State-gov, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,2757,0,10, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
33, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, Black, Male,0,0,43, Greece, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,27, United-States, >50K
51, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, Portugal, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2651,0,60, United-States, >50K
21, Private, Some-college, Never-married, Sales, Wife, White, Female,0,1668,24, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, El-Salvador, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Doctorate, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Taiwan, <=50K
54, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, China, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,2133,0,40, United-States, <=50K
33, State-gov, 11th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,44, Puerto-Rico, <=50K
59, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, Cuba, <=50K
52, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States, <=50K
25, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Mexico, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, South, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,50, Scotland, >50K
52, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Never-married, Farming-fishing, Wife, White, Male,0,0,54, United-States, >50K
52, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, Other, Male,0,0,50, United-States, <=50K
39, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,99999,0,40, Scotland, >50K
37, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1669,43, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
54, Local-gov, Masters, Divorced, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
21, Private, Bachelors, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
41, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Cambodia, <=50K
49, Federal-gov, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,1579,40, Puerto-Rico, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,48, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Scotland, >50K
43, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
53, Self-emp-inc, 7th-8th, Widowed, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, 7th-8th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Cuba, <=50K
44, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,45, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, Honduras, <=50K
52, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,7107,0,30, United-States, <=50K
20, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Haiti, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Trinadad&Tobago, <=50K
25, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, China, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, Guatemala, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4089,0,45, United-States, <=50K
