26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,2386,0,40, Japan, <=50K
36, Private, Assoc-voc, Never-married, Sales, Wife, White, Male,0,0,35, Yugoslavia, <=50K
21, Local-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,60, Cuba, >50K
61, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,1566,35, Guatemala, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Poland, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Portugal, >50K
29, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
43, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Iran, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Nicaragua, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,40, Greece, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Vietnam, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,10, Cambodia, <=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, Thailand, >50K
33, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,36, Philippines, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, Peru, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Laos, <=50K
64, Private, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, Outlying-US(Guam-USVI-etc), >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1877,40, Vietnam, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
34, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, Nicaragua, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,60, Thailand, <=50K
59, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Nicaragua, >50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, India, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2045,45, Poland, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
63, Private, Masters, Divorced, Craft-repair, Unmarried, Other, Female,0,0,20, Mexico, <=50K
36, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,32, El-Salvador, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Germany, <=50K
66, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
56, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,2309,40, Italy, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,25, Portugal, <=50K
30, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, Hungary, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4341,0,40, Jamaica, <=50K
43, Private, Masters, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,43, Scotland, <=50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,7298,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
38, Private, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Honduras, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,20, Laos, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,14083,0,40, Dominican-Republic, >50K
26, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,1887,79, Laos, >50K
36, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,48, Laos, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Japan, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,98, Portugal, <=50K
26, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1876,48, United-States, >50K
45, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,50, Poland, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,20, Columbia, >50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,9203,0,40, Ecuador, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Canada, >50K
45, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Not-in-family, Other, Male,84722,0,60, Taiwan, >50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, Philippines, >50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Female,0,0,32, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, El-Salvador, <=50K
22, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Ecuador, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Scotland, >50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Germany, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,10, Mexico, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Scotland, >50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, South, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,48, Poland, >50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,23, Cambodia, <=50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,70, South, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,35, South, <=50K
44, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1989,40, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,47, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,4182,0,40, Ecuador, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,7687,0,40, Thailand, >50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, England, >50K
55, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
54, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Female,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Laos, <=50K
23, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,40, Scotland, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,54, Thailand, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Canada, <=50K
49, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, Hong, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,99, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,30, South, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
38, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,48, Poland, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, South, <=50K
23, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,45, El-Salvador, <=50K
20, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,35, Laos, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Italy, >50K
63, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Italy, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,60, Cuba, <=50K
19, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,30, Hong, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,55, Puerto-Rico, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1740,20, Canada, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1897,40, Columbia, >50K
17, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Taiwan, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,30, Taiwan, <=50K
42, Private, 11th, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Thailand, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,60, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, France, <=50K
57, Local-gov, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Poland, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,54, Dominican-Republic, >50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Philippines, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Cuba, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,30, Ecuador, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, India, <=50K
43, Private, Masters, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, Ecuador, <=50K
27, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,25, Scotland, <=50K
34, Federal-gov, Doctorate, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,70, Guatemala, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,8, India, <=50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Wife, Black, Male,2145,0,35, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,70, Dominican-Republic, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, >50K
38, Private, Some-college, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Italy, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Dominican-Republic, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,3305,0,54, China, >50K
43, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Thailand, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,6774,0,40, England, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1863,45, Trinadad&Tobago, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Trinadad&Tobago, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Cuba, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,60, Guatemala, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
38, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
58, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Taiwan, >50K
60, Private, Some-college, Widowed, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,37, Italy, <=50K
