19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,20, Dominican-Republic, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
42, Local-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, >50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Nicaragua, >50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,18, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, Scotland, <=50K
25, Private, 9th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Peru, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, South, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Italy, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, China, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
27, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
49, Private, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, >50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,10537,0,45, Canada, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,20, Columbia, <=50K
61, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,4, Hungary, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,20, Puerto-Rico, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Portugal, <=50K
30, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Portugal, >50K
67, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, >50K
56, Private, 10th, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, Canada, >50K
60, Private, 5th-6th, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,35, Laos, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, United-States, >50K
25, Private, Assoc-voc, Never-married, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
66, Private, 5th-6th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Ecuador, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Ireland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,30, Cuba, <=50K
52, State-gov, Masters, Never-married, Protective-serv, Not-in-family, White, Female,0,0,30, England, <=50K
46, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Ecuador, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,50, Vietnam, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Puerto-Rico, <=50K
25, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Peru, <=50K
23, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,7687,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Iran, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,50, Honduras, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,30, Laos, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, England, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,3498,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,11375,0,40, Greece, >50K
58, Self-emp-not-inc, 5th-6th, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,13105,0,40, United-States, >50K
38, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, Yugoslavia, >50K
56, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
22, Private, 11th, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Hungary, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,48, Poland, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
28, Private, Prof-school, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, Doctorate, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, China, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,5954,0,40, Honduras, >50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,60, United-States, >50K
24, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Thailand, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
37, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,1886,60, Germany, >50K
52, Local-gov, Doctorate, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
18, State-gov, Some-college, Married-spouse-absent, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, Haiti, <=50K
24, Private, 12th, Divorced, Sales, Own-child, White, Male,0,0,5, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,70, South, <=50K
57, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, Honduras, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,66, United-States, >50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Yugoslavia, >50K
25, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,2899,0,40, Cambodia, <=50K
55, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, India, <=50K
26, Private, Some-college, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,25, Cambodia, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, India, <=50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,70, United-States, <=50K
37, Self-emp-not-inc, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
43, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Greece, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Guatemala, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,10, France, <=50K
70, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,27, Taiwan, <=50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,60, Outlying-US(Guam-USVI-etc), >50K
31, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,1, England, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,25, Italy, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, England, >50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, France, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Italy, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,11, France, <=50K
55, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, India, <=50K
45, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,45, Scotland, >50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Taiwan, >50K
43, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, Guatemala, <=50K
41, State-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,16, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, Hong, <=50K
39, Private, Prof-school, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, Puerto-Rico, <=50K
46, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Nicaragua, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1877,50, Laos, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,6837,0,44, France, <=50K
36, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,0,0,50, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, >50K
63, Private, 9th, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
21, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Cuba, >50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,54, Taiwan, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Canada, >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Hong, <=50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,18, Hungary, <=50K
44, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
39, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Scotland, <=50K
32, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,15020,0,50, Trinadad&Tobago, >50K
58, Local-gov, Masters, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, Ireland, <=50K
48, Private, 9th, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,27, Dominican-Republic, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,4972,0,60, United-States, <=50K
