29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
42, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
42, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,4386,0,40, United-States, <=50K
65, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
39, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
41, Private, Doctorate, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
26, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,30, Trinadad&Tobago, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-spouse-absent, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
45, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,40, United-States, >50K
24, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Ireland, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
27, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
52, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
63, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,80, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, >50K
42, Local-gov, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,45, Taiwan, <=50K
32, Federal-gov, 11th, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,32, United-States, <=50K
31, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
59, Private, 5th-6th, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, India, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,14297,0,40, United-States, <=50K
39, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,3103,0,40, Taiwan, >50K
31, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,61, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
51, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1669,4, Italy, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
24, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
67, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, >50K
23, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,99999,0,54, Iran, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Poland, >50K
41, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, 9th, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,81, Poland, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1960,21, United-States, >50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,65, United-States, >50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Local-gov, Bachelors, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,11, United-States, <=50K
30, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Columbia, <=50K
29, Self-emp-inc, 12th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Germany, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Columbia, >50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
49, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, State-gov, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, El-Salvador, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, >50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
55, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Philippines, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4386,0,40, Laos, <=50K
54, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,3364,0,40, United-States, >50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, United-States, >50K
29, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-inc, Masters, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,3691,0,40, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,40, India, >50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, 10th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Federal-gov, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
40, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, France, <=50K
59, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
60, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2409,35, Scotland, >50K
46, Federal-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, United-States, <=50K
23, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2339,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Ecuador, >50K
50, Private, Assoc-acdm, Widowed, Transport-moving, Unmarried, White, Female,0,0,50, United-States, <=50K
