39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Thailand, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Transport-moving, Other-relative, White, Male,0,1671,15, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,71, Trinadad&Tobago, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
66, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1737,40, United-States, >50K
31, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
46, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,4820,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4008,0,50, United-States, <=50K
24, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, Other, Female,0,0,35, Puerto-Rico, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,24, United-States, <=50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2429,60, United-States, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,36, United-States, <=50K
42, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,81, United-States, >50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Separated, Sales, Other-relative, White, Male,0,1600,60, Greece, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,35, Philippines, <=50K
71, Federal-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, Some-college, Separated, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, Mexico, >50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Columbia, >50K
31, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,20, Japan, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, <=50K
28, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,4, United-States, >50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,8, France, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,42, Japan, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Peru, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,30, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,5013,0,35, United-States, <=50K
39, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
40, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
68, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7082,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, Germany, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
66, Federal-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2419,0,40, Hungary, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Transport-moving, Other-relative, Other, Male,0,0,30, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
27, Local-gov, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,35, United-States, >50K
22, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,54, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
58, Private, 5th-6th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
67, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Puerto-Rico, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
21, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, United-States, <=50K
48, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, Poland, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2265,40, United-States, >50K
57, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, HS-grad, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Puerto-Rico, <=50K
45, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1887,48, United-States, >50K
