21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Germany, >50K
29, Private, Assoc-acdm, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
45, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Canada, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,4929,0,54, United-States, >50K
62, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
22, Local-gov, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,10, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,3, United-States, <=50K
49, Federal-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1902,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,38, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,45, Greece, >50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
27, Private, 11th, Separated, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,1674,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2015,40, United-States, <=50K
49, Private, Some-college, Separated, Transport-moving, Wife, White, Male,0,0,1, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
45, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,45, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Widowed, Sales, Wife, Black, Female,0,0,27, Dominican-Republic, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Laos, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, Cambodia, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,80, Mexico, <=50K
44, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1488,40, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
31, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, Cuba, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
33, State-gov, 9th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, >50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
35, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,17, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,72, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Haiti, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,41, United-States, <=50K
48, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Separated, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Hong, <=50K
49, Private, Bachelors, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,32, United-States, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,16, United-States, >50K
33, State-gov, HS-grad, Married-spouse-absent, Other-service, Wife, White, Male,0,0,35, Germany, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,75, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, Ecuador, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
74, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Honduras, <=50K
30, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,4296,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
25, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
53, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
33, Private, 11th, Separated, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
39, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,2217,0,20, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
51, State-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States, >50K
52, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, Doctorate, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,54, United-States, <=50K
29, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
50, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,60, United-States, >50K
45, Federal-gov, Bachelors, Divorced, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,3152,0,30, United-States, >50K
43, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,50, United-States, <=50K
62, Private, 5th-6th, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,33, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
53, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
55, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
