47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Hong, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
20, Private, 12th, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Italy, <=50K
58, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Yugoslavia, >50K
27, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,38, United-States, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,35, Hungary, >50K
43, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, South, <=50K
35, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, <=50K
33, Private, Masters, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, England, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, England, <=50K
52, Private, 9th, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,25, Guatemala, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Laos, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Jamaica, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, Scotland, >50K
24, Self-emp-not-inc, Some-college, Divorced, Tech-support, Husband, Black, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, Germany, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, Canada, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
42, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, El-Salvador, <=50K
52, State-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Poland, <=50K
31, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Female,0,0,70, Jamaica, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,5271,0,50, Hungary, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Taiwan, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,89, Philippines, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,4393,0,40, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1936,50, Thailand, >50K
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Haiti, >50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Peru, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, Italy, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,3619,0,40, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, Japan, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
39, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, 12th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Peru, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,3780,0,40, Japan, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, Iran, >50K
19, State-gov, Doctorate, Never-married, Sales, Not-in-family, White, Male,0,0,40, Peru, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Canada, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,84, China, <=50K
73, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,10, Nicaragua, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7298,0,50, Greece, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cambodia, <=50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,50, South, <=50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Poland, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Hong, >50K
40, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
73, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,7298,0,40, United-States, <=50K
45, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
49, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Yugoslavia, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
65, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1839,40, United-States, >50K
43, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Scotland, >50K
44, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,60, Jamaica, <=50K
48, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
31, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, India, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,30, Puerto-Rico, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Private, 5th-6th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,10817,0,50, Cambodia, <=50K
33, Private, Bachelors, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,35, Mexico, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
39, Private, 9th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,44, Philippines, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,30, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,7, Jamaica, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Taiwan, <=50K
22, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,30, Portugal, <=50K
47, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,4071,0,40, England, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Ecuador, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, China, <=50K
68, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,45, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
90, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,52, France, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,25, Ireland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, El-Salvador, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Taiwan, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,2391,54, Mexico, >50K
42, Private, 12th, Divorced, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Trinadad&Tobago, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,99, Poland, >50K
40, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Husband, Other, Female,0,0,30, Trinadad&Tobago, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, Iran, >50K
33, Private, 10th, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, El-Salvador, >50K
21, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Vietnam, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Female,0,0,40, Philippines, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Philippines, <=50K
28, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,2718,0,75, China, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Laos, <=50K
43, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Poland, >50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,99999,0,70, Japan, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,2410,0,40, Poland, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, India, >50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,4698,0,60, Hungary, >50K
37, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,70, South, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Italy, <=50K
18, Private, Some-college, Divorced, Transport-moving, Own-child, Black, Male,0,0,12, Hong, <=50K
29, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,1902,99, Trinadad&Tobago, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Philippines, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
60, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Mexico, >50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,48, Cuba, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,7298,0,82, United-States, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,70, Peru, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, India, <=50K
38, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,15, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Portugal, <=50K
49, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,50, Jamaica, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,27, Canada, <=50K
38, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, <=50K
57, Self-emp-not-inc, Masters, Separated, Transport-moving, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
57, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3206,0,40, Japan, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,38, Cuba, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,84, Dominican-Republic, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Italy, >50K
42, Private, Masters, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
57, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1889,40, Cambodia, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,50, United-States, <=50K
54, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Japan, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,99999,0,80, Cuba, >50K
