25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
53, Local-gov, Bachelors, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Philippines, >50K
35, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
52, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7707,0,68, Ireland, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1915,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hungary, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, China, >50K
31, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, India, <=50K
51, Private, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Separated, Adm-clerical, Wife, Other, Female,7298,0,35, Greece, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,98573,0,45, Cambodia, >50K
31, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, China, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,70, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Some-college, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,20, United-States, <=50K
58, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,72, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
38, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Cuba, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,5546,0,48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2024,10, United-States, >50K
37, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
68, Federal-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,3599,0,45, United-States, <=50K
48, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
54, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
25, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,38, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Italy, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Cuba, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
55, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Husband, White, Male,7075,0,30, Italy, >50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
40, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Portugal, >50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,20219,0,20, United-States, <=50K
82, Without-pay, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
62, Self-emp-inc, Some-college, Widowed, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,43, Cuba, <=50K
75, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,2720,25, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,80, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
41, State-gov, Some-college, Separated, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, Germany, >50K
30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,57, United-States, <=50K
53, Private, Doctorate, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, South, <=50K
40, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1726,40, United-States, >50K
27, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,45, United-States, >50K
25, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,89, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Italy, <=50K
34, Federal-gov, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Hong, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
74, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Male,0,0,16, China, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,14284,0,35, Laos, >50K
50, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,50, Cambodia, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, Dominican-Republic, <=50K
45, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,45, United-States, >50K
47, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
59, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, Vietnam, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,65, United-States, >50K
46, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,6835,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7298,0,40, Cambodia, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
60, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, United-States, >50K
59, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, China, >50K
21, Private, Prof-school, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
54, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,65, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Japan, <=50K
36, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, United-States, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, Bachelors, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1610,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Iran, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,16, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
52, Private, Masters, Divorced, Sales, Not-in-family, White, Male,4064,0,40, United-States, <=50K
31, Local-gov, Masters, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,42, El-Salvador, <=50K
55, Private, Doctorate, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,4416,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Honduras, <=50K
37, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, Iran, <=50K
49, Private, Masters, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, Hungary, <=50K
20, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Armed-Forces, Unmarried, Other, Male,0,0,40, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Separated, Handlers-cleaners, Husband, Black, Male,0,0,30, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
68, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,98130,0,50, United-States, >50K
