51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
54, Private, Some-college, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Unmarried, Black, Female,0,0,35, China, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,40, Canada, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Canada, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
39, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Laos, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Scotland, <=50K
64, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,2200,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, El-Salvador, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, Honduras, >50K
72, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,20, Guatemala, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Ecuador, >50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,2578,0,45, Iran, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
50, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
56, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, El-Salvador, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, Vietnam, <=50K
51, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1977,35, El-Salvador, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,70, United-States, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Japan, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, India, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,6645,0,45, Vietnam, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Hong, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,8, Poland, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,2415,45, United-States, >50K
53, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,34, Germany, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Portugal, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,29, Poland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Canada, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Japan, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,2100,40, United-States, >50K
38, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, Japan, <=50K
20, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
43, Local-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, Vietnam, <=50K
21, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,25, El-Salvador, <=50K
35, Private, Assoc-voc, Widowed, Sales, Husband, Other, Male,0,0,40, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Germany, <=50K
69, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,15, Cambodia, <=50K
40, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, England, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,72, Japan, <=50K
36, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, Hong, <=50K
26, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
48, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,4, Vietnam, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,29, Germany, >50K
23, Private, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,24, Ireland, <=50K
57, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,29, Iran, <=50K
35, State-gov, 10th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, South, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, South, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Jamaica, <=50K
56, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,1701,40, Dominican-Republic, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Hong, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Thailand, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, South, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,1850,40, Dominican-Republic, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
49, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Black, Male,0,0,35, Mexico, <=50K
26, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,1671,15, Hungary, <=50K
53, Private, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
47, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,99999,0,50, Hong, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Iran, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
45, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, >50K
25, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,29, China, <=50K
47, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
49, Private, Prof-school, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
35, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Germany, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
30, Federal-gov, HS-grad, Separated, Handlers-cleaners, Husband, White, Female,0,0,40, Cambodia, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Taiwan, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
20, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,1711,20, Peru, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Scotland, <=50K
63, Federal-gov, 10th, Married-civ-spouse, Other-service, Not-in-family, Black, Male,2794,0,40, Haiti, <=50K
45, Private, HS-grad, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
53, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Italy, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,4431,0,60, Ireland, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Wife, Other, Male,0,0,40, Thailand, <=50K
42, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, India, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Guatemala, <=50K
71, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,20, Cuba, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Yugoslavia, >50K
51, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, <=50K
37, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, South, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, Cuba, <=50K
54, Private, Bachelors, Separated, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, >50K
50, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cuba, <=50K
39, Local-gov, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Nicaragua, >50K
50, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,4666,0,40, Nicaragua, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,2171,20, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,29, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Poland, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hungary, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Poland, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Mexico, >50K
45, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, <=50K
43, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Poland, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Nicaragua, <=50K
20, State-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,29, El-Salvador, <=50K
41, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
28, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,35, Taiwan, <=50K
25, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,50, Italy, <=50K
26, State-gov, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,2, Philippines, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,1616,54, United-States, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, Hong, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
28, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Greece, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Canada, >50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,20, Vietnam, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
32, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,38, Honduras, >50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Iran, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,3961,0,40, Vietnam, <=50K
90, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,10520,0,48, Germany, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,45, Nicaragua, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, >50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,98269,0,40, Dominican-Republic, >50K
51, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, India, <=50K
68, Without-pay, Masters, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,27, El-Salvador, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
22, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,45, Italy, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, >50K
32, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Cambodia, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Iran, >50K
26, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1977,40, Dominican-Republic, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Hungary, >50K
