42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
45, Private, Bachelors, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,2388,50, Yugoslavia, >50K
60, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,60, Jamaica, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Jamaica, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4898,0,60, Hungary, >50K
89, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, Haiti, >50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Columbia, >50K
25, Private, Bachelors, Separated, Sales, Own-child, White, Male,0,0,30, Honduras, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,2414,40, Puerto-Rico, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,81, Italy, <=50K
47, Federal-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
71, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,32, Cuba, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Poland, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3459,0,40, Nicaragua, <=50K
32, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, Other, Male,99999,0,60, Outlying-US(Guam-USVI-etc), >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,15024,0,60, Taiwan, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Peru, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,17, Yugoslavia, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, India, <=50K
44, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,15024,0,50, Laos, >50K
59, Self-emp-inc, Some-college, Separated, Farming-fishing, Husband, Black, Female,0,0,45, Peru, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Cuba, >50K
40, Private, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,50, Scotland, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Portugal, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,8, Laos, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,70, Greece, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Yugoslavia, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
26, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,99, Ireland, >50K
31, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Columbia, <=50K
64, Federal-gov, HS-grad, Widowed, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,31, Poland, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,8, England, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,55, Cuba, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,30, Ecuador, <=50K
38, Federal-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Nicaragua, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,70, Ecuador, <=50K
42, Private, Bachelors, Separated, Craft-repair, Unmarried, Black, Male,0,0,50, Columbia, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Honduras, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Portugal, >50K
32, Private, 11th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,4406,0,35, India, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,37, Yugoslavia, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, South, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
28, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
72, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,10, China, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Taiwan, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,15024,0,40, Taiwan, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Puerto-Rico, <=50K
46, Self-emp-inc, Bachelors, Divorced, Transport-moving, Unmarried, Other, Male,0,0,50, United-States, >50K
33, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Poland, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Taiwan, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,15024,0,60, Thailand, >50K
40, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,10, Vietnam, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Germany, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, Poland, >50K
38, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,65, Thailand, <=50K
66, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,20051,0,40, Japan, >50K
58, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,70, Japan, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, England, <=50K
53, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, Poland, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,54, Honduras, <=50K
67, Federal-gov, Bachelors, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, Hong, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Germany, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,5, Trinadad&Tobago, >50K
54, Local-gov, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,70, Japan, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Columbia, >50K
27, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Male,3909,0,40, Hong, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,4072,0,40, Columbia, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Hong, >50K
50, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Ecuador, <=50K
52, Self-emp-inc, 11th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,10520,0,50, France, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Germany, <=50K
45, Private, Bachelors, Divorced, Other-service, Unmarried, White, Male,14951,0,40, Poland, >50K
33, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, Portugal, >50K
37, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,36, Jamaica, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,31, Italy, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,45, Poland, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,30, England, <=50K
46, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Nicaragua, >50K
70, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,80, Thailand, <=50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Ireland, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,4064,0,72, Thailand, <=50K
18, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,2195,0,32, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
55, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, India, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, South, <=50K
33, State-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,36, Guatemala, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Canada, <=50K
35, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, El-Salvador, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,59, Germany, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, <=50K
66, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,20, Hungary, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Poland, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Wife, Black, Female,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, England, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, Japan, >50K
58, Self-emp-not-inc, Some-college, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,75, Taiwan, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Ecuador, >50K
23, Private, HS-grad, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Greece, <=50K
52, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Columbia, <=50K
72, Private, HS-grad, Widowed, Protective-serv, Not-in-family, White, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,45, Jamaica, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Ireland, <=50K
39, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Japan, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Italy, >50K
62, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, South, >50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,60, United-States, <=50K
33, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Male,7687,0,55, Portugal, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,65, China, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,50, Cuba, <=50K
56, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, France, <=50K
38, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
33, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Trinadad&Tobago, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,92, Greece, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, <=50K
22, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Philippines, <=50K
39, Private, Assoc-voc, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Haiti, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Doctorate, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,20, Hong, <=50K
25, Private, Some-college, Never-married, Transport-moving, Husband, Other, Female,2956,0,40, India, >50K
49, Private, Masters, Separated, Exec-managerial, Husband, White, Male,7298,0,50, Vietnam, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,32, Columbia, <=50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, France, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Jamaica, <=50K
