21, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Iran, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
67, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,20, Germany, <=50K
74, State-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,8, Hong, <=50K
21, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,31, South, >50K
19, Private, Bachelors, Never-married, Sales, Husband, Black, Female,0,0,30, Dominican-Republic, <=50K
63, Self-emp-inc, Masters, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,48, Thailand, <=50K
28, Private, 12th, Never-married, Sales, Not-in-family, Other, Male,0,0,54, Mexico, <=50K
60, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Thailand, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,15, Ecuador, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, France, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
41, Private, Doctorate, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
26, Private, Some-college, Married-spouse-absent, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, Mexico, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,7687,0,38, United-States, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Italy, <=50K
28, Local-gov, Bachelors, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,37, Philippines, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, Other, Female,0,0,65, Germany, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Cuba, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, France, >50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
29, Private, 11th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,1740,40, Ecuador, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,65, Cambodia, <=50K
52, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, Portugal, <=50K
61, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Poland, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Japan, <=50K
43, Private, Bachelors, Married-spouse-absent, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
29, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,7687,0,40, Cuba, >50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
21, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
17, Private, 10th, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, China, <=50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1845,40, Haiti, <=50K
51, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Japan, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,45, Poland, >50K
24, Private, 11th, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
44, Private, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Divorced, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,1848,45, Portugal, >50K
33, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2061,50, El-Salvador, >50K
44, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, Philippines, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Own-child, Other, Male,0,0,15, Poland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,25, Jamaica, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Ireland, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, >50K
43, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
25, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Cuba, >50K
50, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
45, Private, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Laos, <=50K
47, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Trinadad&Tobago, >50K
44, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1887,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
49, Self-emp-not-inc, 12th, Divorced, Craft-repair, Husband, Black, Female,0,0,45, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Iran, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,25, Canada, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,99999,0,70, India, >50K
48, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Mexico, <=50K
63, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
22, Private, Some-college, Separated, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,1733,20, South, >50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
54, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,4504,0,45, Columbia, <=50K
69, Self-emp-inc, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Honduras, <=50K
48, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,45, Italy, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Philippines, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, United-States, <=50K
42, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,10520,0,50, Peru, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, Columbia, >50K
41, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, Other, Male,99999,0,60, Mexico, >50K
40, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Peru, <=50K
68, Private, 11th, Widowed, Other-service, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
70, Self-emp-inc, 10th, Widowed, Other-service, Husband, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
27, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
45, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Doctorate, Divorced, Transport-moving, Unmarried, Black, Male,3301,0,50, United-States, >50K
30, Private, 12th, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
52, Private, 10th, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,35, Ecuador, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Haiti, <=50K
33, State-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, Black, Female,2175,0,20, India, <=50K
37, Self-emp-not-inc, Preschool, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, Columbia, >50K
23, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,37, El-Salvador, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Taiwan, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,16, Vietnam, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Philippines, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Nicaragua, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,45, Scotland, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, Greece, >50K
44, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, Vietnam, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,37, India, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,5180,0,40, Haiti, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Jamaica, >50K
50, Private, Bachelors, Separated, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
25, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Male,0,1779,50, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Greece, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, <=50K
57, Private, Prof-school, Separated, Other-service, Unmarried, White, Male,0,0,20, Laos, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Germany, <=50K
27, State-gov, 11th, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,20, El-Salvador, <=50K
38, Local-gov, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,3171,0,98, Taiwan, >50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,43, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, United-States, <=50K
31, Local-gov, 10th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,54, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Greece, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
41, Self-emp-not-inc, 12th, Separated, Tech-support, Wife, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,35, Vietnam, <=50K
50, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
52, Private, Doctorate, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, China, <=50K
40, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,5178,0,50, Haiti, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,7298,0,50, Greece, >50K
49, Private, 7th-8th, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,27, United-States, <=50K
79, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,20, Scotland, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,31, Mexico, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, France, <=50K
33, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
45, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
71, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Greece, <=50K
19, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Portugal, >50K
18, Private, 11th, Separated, Tech-support, Own-child, White, Male,0,0,30, Guatemala, <=50K
31, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,38, Vietnam, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,5, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, South, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Other, Male,0,0,25, Yugoslavia, >50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hungary, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Male,0,0,35, Cambodia, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,35, Hong, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female,0,0,35, Iran, <=50K
30, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,0,45, Cambodia, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,52, Hungary, >50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,8, France, >50K
61, Local-gov, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Taiwan, <=50K
42, State-gov, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Germany, <=50K
24, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1977,40, Laos, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
60, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,1887,40, England, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Honduras, <=50K
25, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,40, Mexico, <=50K
