28, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
74, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4088,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Never-married, Sales, Husband, White, Male,0,1887,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,1902,40, United-States, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,37, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,59, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,12, Japan, <=50K
49, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,35, United-States, >50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
50, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,26, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, Jamaica, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, United-States, <=50K
32, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,4093,0,50, United-States, <=50K
63, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,3103,0,40, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, United-States, >50K
25, Local-gov, Assoc-acdm, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,5448,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,35, United-States, >50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,15, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3268,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
49, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,15, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
33, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
44, Private, 9th, Widowed, Farming-fishing, Unmarried, White, Female,0,0,15, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, Mexico, <=50K
33, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Other-relative, Black, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,45, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
52, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
56, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,13886,0,40, United-States, <=50K
57, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,45, Mexico, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
51, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,44, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Female,7687,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,15, United-States, >50K
29, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
38, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,60, United-States, >50K
46, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,88, United-States, <=50K
22, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,44, Ireland, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, <=50K
53, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,57, United-States, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3898,0,40, United-States, >50K
43, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,33, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, <=50K
41, Private, 7th-8th, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, >50K
30, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, India, <=50K
63, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,43, United-States, <=50K
22, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,7, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,48, United-States, <=50K
41, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,7687,0,38, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,60, United-States, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
42, Self-emp-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
