24, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,35, Thailand, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Mexico, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,50, India, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,64, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, El-Salvador, >50K
60, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38, Guatemala, <=50K
37, Federal-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
25, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
27, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 9th, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
20, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
52, Private, 9th, Divorced, Tech-support, Wife, White, Female,0,0,38, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,3909,0,40, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, United-States, <=50K
49, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
23, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, <=50K
58, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
46, Local-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Sales, Wife, White, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
72, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Divorced, Protective-serv, Unmarried, Black, Female,0,0,35, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
40, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,8, India, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,5339,0,40, United-States, >50K
24, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
90, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
48, State-gov, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,35, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, >50K
54, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Outlying-US(Guam-USVI-etc), >50K
43, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,15, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,51, United-States, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
61, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,4790,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,1977,40, United-States, >50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
65, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,8, United-States, >50K
50, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,4816,0,45, United-States, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, State-gov, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,23, United-States, <=50K
58, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1981,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,8, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
34, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,1738,40, United-States, >50K
21, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,20, United-States, >50K
20, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,4864,0,40, United-States, >50K
49, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,99999,0,36, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Canada, >50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
42, Federal-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1890,50, United-States, <=50K
51, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Ireland, <=50K
36, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
57, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, 5th-6th, Widowed, Adm-clerical, Not-in-family, White, Female,2222,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
36, Local-gov, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, 11th, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
90, Self-emp-not-inc, Some-college, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
66, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,41, United-States, <=50K
49, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
