56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Hong, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
56, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,1766,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
45, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
68, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,80, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
61, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, China, >50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
73, Self-emp-not-inc, 7th-8th, Divorced, Other-service, Husband, Other, Male,0,0,18, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Columbia, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
18, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,32, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Canada, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,4372,0,71, United-States, <=50K
36, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,3448,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,3697,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,5178,0,48, Vietnam, <=50K
78, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
43, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
59, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ireland, >50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Philippines, <=50K
40, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4914,0,40, United-States, >50K
54, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
31, Private, Masters, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,37, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3404,0,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, >50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,20, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1754,50, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Mexico, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, United-States, >50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
27, Private, 9th, Never-married, Transport-moving, Husband, White, Male,0,0,45, Greece, <=50K
52, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Germany, <=50K
27, Private, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Mexico, <=50K
65, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, Black, Male,0,0,50, United-States, >50K
83, Private, 9th, Widowed, Exec-managerial, Not-in-family, White, Female,2123,0,25, United-States, >50K
37, Private, 7th-8th, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,6, United-States, <=50K
34, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
41, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
56, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
34, Private, 7th-8th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,70, Cambodia, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,17, United-States, <=50K
29, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,3117,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
26, Private, 12th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Guatemala, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Canada, <=50K
43, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
29, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,60, United-States, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,24, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
20, State-gov, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4916,0,45, Puerto-Rico, >50K
34, State-gov, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,1885,20, United-States, <=50K
