56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
31, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, Portugal, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Poland, <=50K
59, State-gov, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Italy, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
40, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,38, Ecuador, <=50K
51, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Philippines, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,1977,50, Dominican-Republic, >50K
36, Federal-gov, 5th-6th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,55, Hong, <=50K
33, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Italy, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Italy, <=50K
48, Local-gov, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,14, Germany, <=50K
28, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,47, Greece, >50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, China, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1668,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Thailand, <=50K
59, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,2882,0,40, Jamaica, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Ecuador, >50K
26, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, Ecuador, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
24, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, China, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
21, Private, HS-grad, Separated, Sales, Own-child, White, Female,0,0,40, South, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, Greece, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,1887,54, El-Salvador, >50K
65, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,45, England, <=50K
31, Private, 5th-6th, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, Cambodia, <=50K
30, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Thailand, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,54, Portugal, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Haiti, <=50K
25, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, China, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
52, Private, HS-grad, Separated, Craft-repair, Husband, Other, Female,0,0,25, Vietnam, >50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
47, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,45, Columbia, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,54, Honduras, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,36, Columbia, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Nicaragua, <=50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Mexico, <=50K
26, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
58, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Hong, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Scotland, <=50K
49, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,54, Cambodia, <=50K
22, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, >50K
29, Private, 9th, Divorced, Craft-repair, Unmarried, Other, Female,0,0,60, Jamaica, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, South, <=50K
62, Private, Prof-school, Divorced, Other-service, Husband, Black, Female,0,0,45, Yugoslavia, <=50K
26, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4964,0,70, Poland, <=50K
30, Private, 11th, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,45, Nicaragua, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1978,40, Nicaragua, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, El-Salvador, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
23, State-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Peru, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Cambodia, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, Philippines, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Yugoslavia, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, Ireland, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,50, Dominican-Republic, >50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Haiti, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, Philippines, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, <=50K
33, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Laos, <=50K
75, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,0,0,35, Haiti, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, Thailand, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, Taiwan, <=50K
48, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, France, <=50K
40, Self-emp-inc, HS-grad, Divorced, Protective-serv, Husband, Black, Male,0,0,40, China, <=50K
44, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,15024,0,40, Jamaica, >50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
26, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, England, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,24, South, <=50K
48, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,35, Portugal, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
32, State-gov, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, Iran, <=50K
66, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,40, Nicaragua, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
53, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Laos, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,35, France, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Canada, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,33, Thailand, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,38, China, <=50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Japan, <=50K
37, Private, 10th, Separated, Exec-managerial, Husband, White, Male,0,0,24, Ireland, <=50K
20, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Haiti, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Germany, <=50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, Ecuador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,45, Canada, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Jamaica, <=50K
33, Private, 5th-6th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Vietnam, <=50K
34, Private, Bachelors, Divorced, Protective-serv, Own-child, White, Male,2406,0,40, Jamaica, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,24, Philippines, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Greece, <=50K
24, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,10, Cuba, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, Ireland, >50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,60, Mexico, <=50K
42, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Hong, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, South, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Philippines, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Female,0,0,50, Canada, >50K
33, Private, 12th, Never-married, Tech-support, Unmarried, White, Female,0,0,25, Greece, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, South, <=50K
45, Private, 5th-6th, Separated, Other-service, Not-in-family, White, Male,0,0,35, India, <=50K
38, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,15, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,42, Haiti, <=50K
42, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
28, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,27, Japan, <=50K
55, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Male,0,0,45, England, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,15, Thailand, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, Portugal, <=50K
35, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,70, Japan, >50K
39, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Ireland, >50K
41, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Hong, >50K
21, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Separated, Sales, Unmarried, Other, Female,0,0,50, Cambodia, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, India, <=50K
56, Private, Bachelors, Divorced, Other-service, Husband, Black, Female,0,0,40, Portugal, >50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,40, Portugal, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,10, India, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, China, >50K
35, State-gov, HS-grad, Widowed, Craft-repair, Husband, White, Female,0,0,19, Japan, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
44, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,45, Trinadad&Tobago, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Cambodia, <=50K
48, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,54, Columbia, >50K
33, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, Yugoslavia, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, South, >50K
52, Private, Assoc-acdm, Never-married, Farming-fishing, Wife, White, Male,0,0,50, Germany, <=50K
41, Federal-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
37, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,5013,0,50, Thailand, >50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, Dominican-Republic, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Poland, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,43, France, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Portugal, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,1887,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Italy, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1976,50, England, >50K
