49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1902,48, Dominican-Republic, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
53, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,4106,0,55, Philippines, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,0,0,20, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Canada, <=50K
29, Local-gov, 11th, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Honduras, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Hungary, <=50K
33, Private, 9th, Divorced, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Poland, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Iran, <=50K
32, Private, 12th, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
32, Private, Bachelors, Widowed, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1971,40, Mexico, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Husband, Black, Female,0,0,40, Japan, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,75, Trinadad&Tobago, >50K
33, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,28, Ireland, <=50K
74, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, France, <=50K
51, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, Cuba, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,60, Nicaragua, >50K
38, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,37, Peru, <=50K
48, Private, Doctorate, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Taiwan, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
38, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Jamaica, <=50K
39, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Nicaragua, >50K
19, Local-gov, Bachelors, Never-married, Sales, Wife, Other, Female,0,0,20, Dominican-Republic, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Honduras, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,37, Germany, >50K
54, Private, Assoc-voc, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Honduras, >50K
36, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, >50K
31, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
33, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, Poland, <=50K
33, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,70, Hong, >50K
49, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
62, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,25, Vietnam, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Hungary, >50K
31, Private, 12th, Never-married, Protective-serv, Husband, Other, Male,0,0,40, El-Salvador, >50K
63, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, Ireland, <=50K
60, Self-emp-not-inc, Some-college, Separated, Craft-repair, Unmarried, Other, Male,0,0,40, Germany, >50K
54, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Canada, <=50K
38, Local-gov, 9th, Never-married, Exec-managerial, Husband, Other, Female,0,0,35, Hong, <=50K
38, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,60, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,70, Ecuador, <=50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,59, Portugal, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
69, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
21, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Other, Male,0,0,20, Columbia, <=50K
51, Private, 5th-6th, Divorced, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,2691,0,20, China, <=50K
64, Local-gov, 9th, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, England, <=50K
53, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,1887,45, Outlying-US(Guam-USVI-etc), >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,31, Italy, <=50K
60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
45, Private, Bachelors, Married-spouse-absent, Prof-specialty, Wife, Other, Male,0,1902,52, Guatemala, >50K
69, Private, 7th-8th, Widowed, Sales, Husband, Other, Female,0,0,20, France, <=50K
45, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
48, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,1902,40, Scotland, >50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,1887,60, Guatemala, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Ireland, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, France, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, Portugal, >50K
42, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, Haiti, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Protective-serv, Not-in-family, Other, Male,0,0,54, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,20, Taiwan, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,45, China, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Guatemala, <=50K
31, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Iran, <=50K
65, Private, 12th, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,16, Cambodia, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
42, State-gov, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,60, Germany, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2248,0,80, Hong, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, Canada, <=50K
33, Private, Doctorate, Never-married, Prof-specialty, Husband, Other, Male,4594,0,40, Portugal, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Honduras, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,48, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Honduras, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Female,0,0,40, Italy, >50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, Greece, <=50K
24, Private, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Guatemala, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Germany, <=50K
29, State-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Scotland, >50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,1902,54, Portugal, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Yugoslavia, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Peru, <=50K
38, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,75200,0,40, Puerto-Rico, <=50K
26, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Germany, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,5168,0,40, Nicaragua, >50K
58, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1887,40, Hong, <=50K
21, Private, Bachelors, Separated, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,30, Laos, <=50K
47, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,54, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
51, Private, Some-college, Divorced, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, >50K
24, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,77, Hungary, <=50K
43, Private, HS-grad, Separated, Farming-fishing, Unmarried, Black, Male,0,0,40, Guatemala, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
45, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,4590,0,50, Poland, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,40, Cambodia, >50K
38, Local-gov, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Mexico, >50K
21, Private, Masters, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Germany, >50K
58, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, Hungary, <=50K
19, Private, 10th, Separated, Transport-moving, Own-child, Black, Female,0,0,20, Jamaica, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
28, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, Canada, >50K
36, Private, 7th-8th, Separated, Sales, Unmarried, Other, Male,0,0,35, Peru, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,48, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, Italy, <=50K
23, Private, 11th, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,50, Ireland, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Male,0,0,32, Greece, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,54, Dominican-Republic, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,12, Taiwan, <=50K
58, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Italy, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,38, South, >50K
33, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
25, Local-gov, Doctorate, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Trinadad&Tobago, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,16, Portugal, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,15, Hungary, <=50K
30, Private, 10th, Never-married, Protective-serv, Wife, Other, Female,0,0,40, Taiwan, <=50K
53, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,48, Columbia, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
34, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, Hungary, <=50K
22, Private, 10th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Yugoslavia, <=50K
36, Self-emp-inc, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, Other, Female,0,0,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, South, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,15, China, <=50K
24, Private, HS-grad, Never-married, Sales, Wife, Black, Male,0,0,30, Philippines, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,35, Ecuador, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cuba, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Ireland, <=50K
24, State-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
45, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
46, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
56, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,40, England, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
61, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,43, Jamaica, <=50K
60, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,5178,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,60, Puerto-Rico, >50K
36, Private, 9th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,25, Hong, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,29, El-Salvador, <=50K
62, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Puerto-Rico, >50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,24, Iran, <=50K
73, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
42, Private, Bachelors, Married-spouse-absent, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Taiwan, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, South, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
