30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,35, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,1528,40, China, <=50K
53, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,16, Canada, <=50K
50, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Portugal, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3468,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2406,25, Dominican-Republic, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
56, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,40, El-Salvador, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, France, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Cuba, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
35, Local-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Female,15024,0,32, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1902,40, Honduras, <=50K
22, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,25, United-States, <=50K
58, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,99, England, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,4518,0,40, United-States, >50K
67, Private, HS-grad, Married-spouse-absent, Tech-support, Not-in-family, Black, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,96, Cuba, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,1887,25, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Philippines, <=50K
49, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Puerto-Rico, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Separated, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
49, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Columbia, >50K
22, Federal-gov, 11th, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,3, United-States, <=50K
36, State-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Italy, <=50K
39, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,45, United-States, >50K
59, Private, 9th, Married-spouse-absent, Other-service, Wife, White, Female,0,0,35, Trinadad&Tobago, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, United-States, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, >50K
39, Private, 11th, Never-married, Exec-managerial, Other-relative, Other, Male,0,0,50, Haiti, <=50K
58, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, Laos, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Germany, >50K
43, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
57, Private, 9th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, Dominican-Republic, >50K
61, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Italy, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
78, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Canada, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Greece, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, Poland, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,2174,0,50, United-States, <=50K
54, Private, Masters, Never-married, Exec-managerial, Wife, Other, Male,0,0,46, El-Salvador, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, >50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,30, Canada, <=50K
51, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,15024,0,40, Mexico, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,68, United-States, >50K
39, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, India, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,45, United-States, >50K
31, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,73, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
52, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Female,0,0,20, Portugal, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Vietnam, <=50K
24, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
23, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,12, England, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
76, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Not-in-family, Other, Male,0,0,6, United-States, <=50K
64, Private, Masters, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, Masters, Divorced, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,15, Guatemala, <=50K
37, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
69, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,42, Greece, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,0,0,30, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
28, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Jamaica, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
29, Without-pay, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, 12th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Guatemala, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,5160,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, United-States, >50K
26, Private, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,53, Laos, >50K
33, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4657,0,40, El-Salvador, <=50K
44, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,15, Japan, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,70, United-States, >50K
20, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Mexico, >50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Other-relative, Black, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, Haiti, <=50K
28, Federal-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, France, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Female,7687,0,40, United-States, >50K
