45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
20, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
37, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
69, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,24, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,48, United-States, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,50, United-States, <=50K
23, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, Mexico, <=50K
68, Private, HS-grad, Widowed, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,38, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
60, Local-gov, 10th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
44, Private, Doctorate, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
20, Private, 12th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,5, United-States, <=50K
46, Private, 11th, Widowed, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
56, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, >50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,53, United-States, <=50K
36, Local-gov, Doctorate, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
32, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, Doctorate, Separated, Farming-fishing, Husband, White, Male,0,0,73, United-States, <=50K
43, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,52, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
76, State-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
42, Local-gov, Prof-school, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,38, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
38, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,40, Cambodia, <=50K
23, Private, 7th-8th, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, >50K
18, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,70, Mexico, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
56, Private, Prof-school, Widowed, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Peru, >50K
30, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Self-emp-not-inc, Doctorate, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,36, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,1976,45, United-States, >50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
19, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,15024,0,64, United-States, <=50K
60, Private, Bachelors, Married-AF-spouse, Exec-managerial, Husband, White, Male,0,1861,54, United-States, >50K
64, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4396,0,40, United-States, >50K
46, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,99999,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Philippines, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, <=50K
28, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,47, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,3552,0,60, United-States, >50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,7507,0,60, United-States, >50K
35, Self-emp-not-inc, 1st-4th, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,46, United-States, <=50K
47, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,4332,0,40, United-States, <=50K
53, Local-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
57, Private, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,45, United-States, >50K
45, Self-emp-not-inc, 5th-6th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,37, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,1976,54, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,7298,0,40, United-States, >50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,15, United-States, <=50K
55, Private, Assoc-voc, Widowed, Craft-repair, Husband, Black, Female,0,0,40, England, <=50K
24, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, 7th-8th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, <=50K
34, Self-emp-inc, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,4652,0,34, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, Mexico, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
