25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Trinadad&Tobago, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,2510,0,40, Iran, <=50K
26, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, China, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Cambodia, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, England, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, Poland, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,15, Philippines, <=50K
35, State-gov, 5th-6th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1637,40, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Dominican-Republic, >50K
24, Federal-gov, 12th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
35, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, Italy, <=50K
36, Local-gov, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
34, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Germany, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,48, China, >50K
49, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,15, Thailand, <=50K
52, Private, Bachelors, Widowed, Prof-specialty, Husband, Black, Female,0,0,40, Italy, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,2199,0,45, Ecuador, >50K
29, Private, 5th-6th, Never-married, Craft-repair, Own-child, White, Male,0,0,38, Dominican-Republic, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
32, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,32, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Portugal, <=50K
41, Private, HS-grad, Widowed, Protective-serv, Unmarried, Black, Female,0,0,40, South, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,4073,0,60, Greece, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, El-Salvador, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, England, <=50K
36, Private, 7th-8th, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Cambodia, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,40, Taiwan, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,20, Portugal, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Haiti, <=50K
33, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, China, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Columbia, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2643,0,40, Cuba, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Female,0,0,15, Honduras, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
53, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Other-relative, Other, Female,0,0,60, Mexico, <=50K
46, Local-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
33, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Poland, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, Puerto-Rico, >50K
49, Local-gov, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,32, Germany, <=50K
53, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,5219,0,60, Hong, <=50K
66, Private, Some-college, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Puerto-Rico, <=50K
77, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,8, Vietnam, <=50K
30, Local-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,30, Cambodia, <=50K
29, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Canada, <=50K
22, Private, 5th-6th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,20, Dominican-Republic, <=50K
19, Local-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
44, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, South, >50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
68, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,4071,0,40, Canada, <=50K
76, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,16, Philippines, <=50K
31, Private, 10th, Never-married, Other-service, Unmarried, White, Female,0,0,8, Nicaragua, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Portugal, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Laos, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
39, State-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,45, Peru, <=50K
72, Local-gov, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,36, Cambodia, <=50K
34, Local-gov, Masters, Divorced, Sales, Unmarried, White, Female,0,0,25, Peru, <=50K
61, Local-gov, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,4935,0,50, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Laos, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Jamaica, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,48, Yugoslavia, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, India, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Dominican-Republic, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,50, Dominican-Republic, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1971,40, Guatemala, >50K
22, Private, HS-grad, Never-married, Transport-moving, Other-relative, Amer-Indian-Eskimo, Female,0,0,30, Peru, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
58, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,35, Laos, <=50K
52, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, Taiwan, <=50K
30, Private, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
21, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,48, France, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, Jamaica, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,50, Guatemala, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
29, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,2157,0,36, England, <=50K
62, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Hungary, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Nicaragua, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,66, Vietnam, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, India, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,43, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, Dominican-Republic, <=50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Japan, <=50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
62, Private, Bachelors, Widowed, Prof-specialty, Wife, Black, Female,0,0,30, Canada, >50K
35, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,48, Taiwan, <=50K
51, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,54, China, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,60, Jamaica, >50K
54, Self-emp-inc, 10th, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Haiti, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,30, Germany, <=50K
18, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,1887,40, Ecuador, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Portugal, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
51, Self-emp-inc, Assoc-acdm, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,54, Jamaica, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,34, Nicaragua, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,15, Jamaica, <=50K
37, Private, Assoc-voc, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, Germany, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, Cuba, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,50, Ireland, >50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Nicaragua, <=50K
27, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Hong, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Scotland, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,46, Japan, <=50K
65, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,10, Philippines, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2351,45, Laos, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
44, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Greece, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
43, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,42, India, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,45, El-Salvador, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Haiti, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
27, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
25, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,40, England, <=50K
47, Private, Masters, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,37, Thailand, <=50K
33, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Puerto-Rico, <=50K
56, Self-emp-not-inc, Bachelors, Separated, Protective-serv, Wife, Black, Female,95399,0,20, Poland, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4614,0,50, Ireland, >50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Hong, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, >50K
24, Private, HS-grad, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Hungary, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,54, Portugal, <=50K
67, Private, Masters, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Hungary, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, China, >50K
52, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Peru, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,4386,0,40, Taiwan, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Cambodia, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,1887,25, Columbia, <=50K
24, Local-gov, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
47, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
34, Local-gov, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,15, Scotland, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Wife, Other, Male,0,0,60, Germany, <=50K
33, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,55, Scotland, <=50K
51, State-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,78, Taiwan, >50K
41, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,4884,0,54, Iran, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Dominican-Republic, <=50K
29, Self-emp-inc, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,60, Cuba, <=50K
